ListName	GeneName	IsInteractor	Chr	StartPos	EndPos
CACNA1C_wk3_1	TMEM132A	TRUE	11	60691935	60704631
CACNA1C_wk3_1	HADHB	TRUE	2	26466038	26513336
CACNA1C_wk3_1	SYT11	TRUE	1	155829300	155854990
CACNA1C_wk3_1	STXBP1	TRUE	9	130374544	130457460
CACNA1C_wk3_1	HECA	TRUE	6	139456249	139501939
CACNA1C_wk3_1	PLXNA1	TRUE	3	126707437	126756235
CACNA1C_wk3_1	PRKAR2B	TRUE	7	106685094	106802256
CACNA1C_wk3_1	CAMKV	TRUE	3	49895421	49907655
CACNA1C_wk3_1	FLOT1	TRUE	6	30695486	30710510
CACNA1C_wk3_1	PCDHGB4	TRUE	5	140767452	140892546
CACNA1C_wk3_1	PHB	TRUE	17	47481414	47492246
CACNA1C_wk3_1	ATP2B4	TRUE	1	203595689	203713209
CACNA1C_wk3_1	GNAS	TRUE	20	57414773	57486247
CACNA1C_wk3_1	HADHA	TRUE	2	26413504	26467594
CACNA1C_wk3_1	PCDHA6	TRUE	5	140207563	140391929
CACNA1C_wk3_1	ATP1A3	TRUE	19	42470734	42501649
CACNA1C_wk3_1	APLP2	TRUE	11	129939732	130014699
CACNA1C_wk3_1	PTPRF	TRUE	1	43990858	44089343
CACNA1C_wk3_1	CNTROB	TRUE	17	7835419	7853236
CACNA1C_wk3_1	XPR1	TRUE	1	180601140	180859387
CACNA1C_wk3_1	VANGL2	TRUE	1	160370376	160398468
CACNA1C_wk3_1	CEP250	TRUE	20	34042985	34099804
CACNA1C_wk3_1	ATP2B1	TRUE	12	89981828	90103077
CACNA1C_wk3_1	PCDHB2	TRUE	5	140474227	140476962
CACNA1C_wk3_1	DYNLL1	TRUE	12	120907653	120936296
CACNA1C_wk3_1	TMEFF2	TRUE	2	192813769	193060435
CACNA1C_wk3_1	PCDHB15	TRUE	5	140625147	140627799
CACNA1C_wk3_1	TRMT61B	TRUE	2	29072687	29093167
CACNA1C_wk3_1	CETN2	TRUE	X	151995517	151999321
CACNA1C_wk3_1	PRKACB	TRUE	1	84543745	84704181
CACNA1C_wk3_1	KIDINS220	TRUE	2	8865408	8977760
CACNA1C_wk3_1	PCDHGB5	TRUE	5	141397987	141512979
CACNA1C_wk3_1	ACVR1B	TRUE	12	52345451	52390862
CACNA1C_wk3_1	ATP1A1	TRUE	1	116915290	116952883
CACNA1C_wk3_1	DAAM1	TRUE	14	59655364	59838123
CACNA1C_wk3_1	ROBO2	TRUE	3	75955846	77699115
CACNA1C_wk3_1	EPHA5	TRUE	4	66185281	66536213
CACNA1C_wk3_1	TFRC	TRUE	3	195754054	195809060
CACNA1C_wk3_1	SCN9A	TRUE	2	167051695	167232503
CACNA1C_wk3_1	ITM2C	TRUE	2	231729354	231743963
CACNA1C_wk3_1	CACNB1	TRUE	17	37329709	37353956
CACNA1C_wk3_1	TRIM21	TRUE	11	4406127	4414926
CACNA1C_wk3_1	PDE4DIP	TRUE	1	144836157	145076186
CACNA1C_wk3_1	MAP2K2	TRUE	19	4090319	4124126
CACNA1C_wk3_1	PLEKHO1	TRUE	1	150121373	150136916
CACNA1C_wk3_1	UNK	TRUE	17	73780681	73821886
CACNA1C_wk3_1	NSG2	TRUE	5	173472607	173670504
CACNA1C_wk3_1	PSMC5	FALSE	17	61904512	61909379
CACNA1C_wk3_1	RPL13A	FALSE	19	49990811	49995565
CACNA1C_wk3_1	NOP56	FALSE	20	2632791	2639039
CACNA1C_wk3_1	CKB	FALSE	14	103985996	103989448
CACNA1C_wk3_1	PGAM5	FALSE	12	133287405	133299228
CACNA1C_wk3_1	NOVA2	FALSE	19	46436992	46476804
CACNA1C_wk3_1	HK1	FALSE	10	71029740	71161638
CACNA1C_wk3_1	ATP1B1	FALSE	1	169074935	169101960
CACNA1C_wk3_1	TXN	FALSE	9	113006091	113018920
CACNA1C_wk3_1	AK1	FALSE	9	130628759	130640022
CACNA1C_wk3_1	CRABP1	FALSE	15	78632666	78640572
CACNA1C_wk3_1	RPS10	FALSE	6	34385231	34393902
CACNA1C_wk3_1	IMMT	FALSE	2	86371055	86422893
CACNA1C_wk3_1	HNRNPH1	FALSE	5	179041179	179061785
CACNA1C_wk3_1	PSMC1	FALSE	14	90722839	90738968
CACNA1C_wk3_1	MARCKSL1	FALSE	1	32799433	32801980
CACNA1C_wk3_1	ELAVL3	FALSE	19	11562141	11591861
CACNA1C_wk3_1	RPL15	FALSE	3	23958036	23965183
CACNA1C_wk3_1	CCT5	FALSE	5	10250033	10266524
CACNA1C_wk3_1	HIST1H2AD	FALSE	6	26199079	26199471
CACNA1C_wk3_1	LIN28A	FALSE	1	26737269	26756213
CACNA1C_wk3_1	RPL36AL	FALSE	14	50085237	50087403
CACNA1C_wk3_1	NUCKS1	FALSE	1	205681947	205719404
CACNA1C_wk3_1	RPL19	FALSE	17	37356536	37360980
CACNA1C_wk3_1	ATP6V1A	FALSE	3	113465866	113530903
CACNA1C_wk3_1	VAT1	FALSE	17	41166622	41177140
CACNA1C_wk3_1	NUDT21	FALSE	16	56463045	56486111
CACNA1C_wk3_1	LYAR	FALSE	4	4269428	4291896
CACNA1C_wk3_1	GNAI2	FALSE	3	50263724	50296787
CACNA1C_wk3_1	FASN	FALSE	17	80036214	80056208
CACNA1C_wk3_1	ERC1	FALSE	12	1099675	1605099
CACNA1C_wk3_1	PSMC3	FALSE	11	47440320	47447993
CACNA1C_wk3_1	CRMP1	FALSE	4	5749811	5894785
CACNA1C_wk3_1	FLNA	FALSE	X	153576892	153603006
CACNA1C_wk3_1	CORO1C	FALSE	12	109038885	109125372
CACNA1C_wk3_1	MRPL22	FALSE	5	154320630	154348971
CACNA1C_wk3_1	ATP5C1	FALSE	10	7830092	7849778
CACNA1C_wk3_1	ACO2	FALSE	22	41865129	41924993
CACNA1C_wk3_1	PGD	FALSE	1	10458649	10480201
CACNA1C_wk3_1	ATP5H	FALSE	17	73034958	73043080
CACNA1C_wk3_1	ENAH	FALSE	1	225674537	225840844
CACNA1C_wk3_1	GANAB	FALSE	11	62392298	62414104
CACNA1C_wk3_1	DDX18	FALSE	2	118572226	118589955
CACNA1C_wk3_1	TPM4	FALSE	19	16177831	16213813
CACNA1C_wk3_1	ACAT2	FALSE	6	160181360	160200144
CACNA1C_wk3_1	H1FX	FALSE	3	129033615	129035120
CACNA1C_wk3_1	NIPSNAP1	FALSE	22	29950797	29977326
CACNA1C_wk3_1	SCUBE3	FALSE	6	35182190	35220856
CACNA1C_wk3_1	DLAT	FALSE	11	111895538	111935114
CACNA1C_wk3_1	NEFL	FALSE	8	24808468	24814624
CACNA1C_wk3_1	MAZ	FALSE	16	29817427	29823649
CACNA1C_wk3_1	SRSF9	FALSE	12	120899471	120907596
CACNA1C_wk3_1	TUFM	FALSE	16	28853732	28857729
CACNA1C_wk3_1	SSRP1	FALSE	11	57093459	57103351
CACNA1C_wk3_1	TRIM28	FALSE	19	59055458	59062089
CACNA1C_wk3_1	MARK2	FALSE	11	63606400	63678491
CACNA1C_wk3_1	SNAP91	FALSE	6	84262599	84419410
CACNA1C_wk3_1	RPS29	FALSE	14	50043390	50065408
CACNA1C_wk3_1	ARPC1A	FALSE	7	98923521	98985787
CACNA1C_wk3_1	DDX39B	FALSE	6	31497996	31510225
CACNA1C_wk3_1	LASP1	FALSE	17	37026112	37078023
CACNA1C_wk3_1	NNT	FALSE	5	43602794	43707507
CACNA1C_wk3_1	SLC2A14	FALSE	12	7965108	8043744
CACNA1C_wk3_1	JUP	FALSE	17	39775692	39943183
CACNA1C_wk3_1	HMGA1	FALSE	6	34204650	34214008
CACNA1C_wk3_1	RPS24	FALSE	10	79793518	79816570
CACNA1C_wk3_1	ALDH7A1	FALSE	5	125877533	125931110
CACNA1C_wk3_1	KTN1	FALSE	14	56025790	56168244
CACNA1C_wk3_1	EDIL3	FALSE	5	83236373	83680611
CACNA1C_wk3_1	RPS11	FALSE	19	49999622	50002946
CACNA1C_wk3_1	EEF1G	FALSE	11	62327073	62342401
CACNA1C_wk3_1	FBN2	FALSE	5	127593601	127994878
CACNA1C_wk3_1	NARS	FALSE	18	55267888	55289445
CACNA1C_wk3_1	SEPT7	FALSE	7	35840542	35944917
CACNA1C_wk3_1	RPS7	FALSE	2	3622795	3628509
CACNA1C_wk3_1	C1QBP	FALSE	17	5336097	5352150
CACNA1C_wk3_1	PRDX3	FALSE	10	120927215	120938345
CACNA1C_wk3_1	HSBP1	FALSE	16	83841448	83853342
CACNA1C_wk3_1	AKR1B1	FALSE	7	134127102	134144036
CACNA1C_wk3_1	TFAM	FALSE	10	60144782	60158981
CACNA1C_wk3_1	RUVBL1	FALSE	3	127783621	127872757
CACNA1C_wk3_1	GDI2	FALSE	10	5807186	5884095
CACNA1C_wk3_1	RPS3A	FALSE	4	152020725	152025804
CACNA1C_wk3_1	NSUN5	FALSE	7	72716514	72722864
CACNA1C_wk3_1	ATP5I	FALSE	4	666225	668127
CACNA1C_wk3_1	PTN	FALSE	7	136912088	137028611
CACNA1C_wk3_1	ANK2	FALSE	4	113739265	114304896
CACNA1C_wk3_1	TUBB4B	FALSE	9	140135665	140138159
CACNA1C_wk3_1	SUN2	FALSE	22	39130730	39190148
CACNA1C_wk3_1	ARF4	FALSE	3	57557090	57583947
CACNA1C_wk3_1	DNAJA2	FALSE	16	46989299	47007699
CACNA1C_wk3_1	GLUD2	FALSE	X	120181462	120183794
CACNA1C_wk3_1	PPP2R1A	FALSE	19	52693292	52730687
CACNA1C_wk3_1	RPS18	FALSE	HSCHR6_MHC_QBL	33168626	33173129
CACNA1C_wk3_1	U2AF2	FALSE	19	56165512	56186081
CACNA1C_wk3_1	TNIK	FALSE	3	170779128	171178197
CACNA1C_wk3_1	PRPF4B	FALSE	6	4021501	4065217
CACNA1C_wk3_1	LONP1	FALSE	19	5691845	5720583
CACNA1C_wk3_1	DDX5	FALSE	17	62495734	62504317
CACNA1C_wk3_1	STOML2	FALSE	9	35099888	35103154
CACNA1C_wk3_1	COPA	FALSE	1	160259063	160313190
CACNA1C_wk3_1	RALA	FALSE	7	39663082	39747723
CACNA1C_wk3_1	ZCCHC17	FALSE	1	31769842	31837783
CACNA1C_wk3_1	NES	FALSE	1	156638555	156647189
CACNA1C_wk3_1	UPF3B	FALSE	X	118967985	118986961
CACNA1C_wk3_1	SNRPE	FALSE	1	203830731	203839678
CACNA1C_wk3_1	ZNF593	FALSE	1	26496362	26498551
CACNA1C_wk3_1	MAPRE2	FALSE	18	32556892	32723434
CACNA1C_wk3_1	SRSF1	FALSE	17	56080721	56084707
CACNA1C_wk3_1	HNRNPA1	FALSE	12	54673977	54680872
CACNA1C_wk3_1	RAB21	FALSE	12	72148654	72184699
CACNA1C_wk3_1	U2AF1	FALSE	21	44513066	44527697
CACNA1C_wk3_1	RPL14	FALSE	3	40498783	40503861
CACNA1C_wk3_1	PHF6	FALSE	X	133507283	133562820
CACNA1C_wk3_1	RPS9	FALSE	19	54704610	54752862
CACNA1C_wk3_1	DPYSL5	FALSE	2	27070615	27173219
CACNA1C_wk3_1	MYO1B	FALSE	2	192109911	192290115
CACNA1C_wk3_1	MRPL15	FALSE	8	55047770	55060461
CACNA1C_wk3_1	PDIA3	FALSE	15	44038590	44065477
CACNA1C_wk3_1	TFB1M	FALSE	6	155578643	155635627
CACNA1C_wk3_1	KRT20	FALSE	17	39032193	39041479
CACNA1C_wk3_1	HSPE1	FALSE	2	198364718	198368181
CACNA1C_wk3_1	MARK1	FALSE	1	220701568	220837803
CACNA1C_wk3_1	LUC7L3	FALSE	17	48796905	48833574
CACNA1C_wk3_1	EPB41L5	FALSE	2	120770581	120936695
CACNA1C_wk3_1	RPS27	FALSE	1	153963235	153964626
CACNA1C_wk3_1	RPS15A	FALSE	16	18792617	18801705
CACNA1C_wk3_1	CDH2	FALSE	18	25530930	25757410
CACNA1C_wk3_1	PFN1	FALSE	17	4848947	4852356
CACNA1C_wk3_1	TRIM23	FALSE	5	64885507	64921802
CACNA1C_wk3_1	CFL1	FALSE	11	65590493	65629497
CACNA1C_wk3_1	KRT16	FALSE	17	39766030	39772151
CACNA1C_wk3_1	NOL12	FALSE	22	38077680	38170137
CACNA1C_wk3_1	SAMHD1	FALSE	20	35518632	35580246
CACNA1C_wk3_1	RARS	FALSE	5	167913450	167946304
CACNA1C_wk3_1	ARGLU1	FALSE	13	107194021	107220512
CACNA1C_wk3_1	PKM	FALSE	15	72491370	72524164
CACNA1C_wk3_1	GTPBP4	FALSE	10	1034338	1065876
CACNA1C_wk3_1	SSBP1	FALSE	7	141438121	141487722
CACNA1C_wk3_1	CCAR2	FALSE	8	22462145	22479027
CACNA1C_wk3_1	RCN2	FALSE	15	77223960	77242601
CACNA1C_wk3_1	MTFR1L	FALSE	1	26145131	26159432
CACNA1C_wk3_1	YWHAQ	FALSE	2	9724101	9771143
CACNA1C_wk3_1	NOP58	FALSE	2	203130439	203168389
CACNA1C_wk3_1	EEF2	FALSE	19	3976054	3985467
CACNA1C_wk3_1	USP5	FALSE	12	6961292	6975796
CACNA1C_wk3_1	MYO18A	FALSE	17	27400528	27507430
CACNA1C_wk3_1	C17orf49	FALSE	17	6917814	6920844
CACNA1C_wk3_1	SRSF5	FALSE	14	70193617	70238722
CACNA1C_wk3_1	TMSB10	FALSE	2	85132749	85133795
CACNA1C_wk3_1	BTF3L4	FALSE	1	52521797	52556388
CACNA1C_wk3_1	SCCPDH	FALSE	1	246887349	246931439
CACNA1C_wk3_1	VGF	FALSE	7	100805790	100808874
CACNA1C_wk3_1	PTBP2	FALSE	1	97187221	97289294
CACNA1C_wk3_1	MYO5A	FALSE	15	52599480	52821247
CACNA1C_wk3_1	TAF3	FALSE	10	7860467	8058590
CACNA1C_wk3_1	MRPS12	FALSE	19	39421188	39423802
CACNA1C_wk3_1	LDHB	FALSE	12	21788276	21910791
CACNA1C_wk3_1	INS	FALSE	11	2181009	2182571
CACNA1C_wk3_1	GLO1	FALSE	6	38643701	38670917
CACNA1C_wk3_1	DDX21	FALSE	10	70715884	70744829
CACNA1C_wk3_1	MAP7	FALSE	6	136663875	136871957
CACNA1C_wk3_1	FYN	FALSE	6	111981535	112194655
CACNA1C_wk3_1	NAV1	FALSE	1	201592411	201796102
CACNA1C_wk3_1	TAF6	FALSE	7	99704693	99717464
CACNA1C_wk3_1	ACTR3	FALSE	2	114647537	114720173
CACNA1C_wk3_1	DPY30	FALSE	2	32092878	32264881
CACNA1C_wk3_1	SDCBP	FALSE	8	59465483	59495419
CACNA1C_wk3_1	NUMA1	FALSE	11	71713910	71791739
CACNA1C_wk3_1	RPS3	FALSE	11	75110530	75133324
CACNA1C_wk3_1	FGFBP3	FALSE	10	93666346	93669240
CACNA1C_wk3_1	CAPZA2	FALSE	7	116451124	116562103
CACNA1C_wk3_1	STRAP	FALSE	12	16035325	16056412
CACNA1C_wk3_1	DPYSL2	FALSE	8	26371791	26515694
CACNA1C_wk3_1	KRT8	FALSE	12	53290977	53343738
CACNA1C_wk3_1	RAB5C	FALSE	17	40276994	40307035
CACNA1C_wk3_1	ZNF706	FALSE	8	102190106	102218421
CACNA1C_wk3_1	SLC25A3	FALSE	12	98987369	98995946
CACNA1C_wk3_1	RPS6	FALSE	9	19375713	19380252
CACNA1C_wk3_1	YWHAG	FALSE	7	75956116	75988348
CACNA1C_wk3_1	RPLP0	FALSE	12	120634489	120639038
CACNA1C_wk3_1	RPL21	FALSE	13	27825446	27830828
CACNA1C_wk3_1	PALM	FALSE	19	708953	748329
CACNA1C_wk3_1	ATP5D	FALSE	19	1241749	1244824
CACNA1C_wk3_1	RSBN1	FALSE	1	114304454	114355098
CACNA1C_wk3_1	COPG1	FALSE	3	128968449	128996614
CACNA1C_wk3_1	GAB2	FALSE	11	77926343	78129394
CACNA1C_wk3_1	PAICS	FALSE	4	57301907	57327534
CACNA1C_wk3_1	FDPS	FALSE	1	155278539	155290457
CACNA1C_wk3_1	CCT4	FALSE	2	62095224	62115939
CACNA1C_wk3_1	CDC5L	FALSE	6	44355262	44418163
CACNA1C_wk3_1	LMNB2	FALSE	19	2427636	2456994
CACNA1C_wk3_1	SUCLA2	FALSE	13	48510622	48612125
CACNA1C_wk3_1	SLK	FALSE	10	105726959	105788991
CACNA1C_wk3_1	SMARCA4	FALSE	19	11071598	11176071
CACNA1C_wk3_1	SLC25A6	FALSE	X	1505045	1511617
CACNA1C_wk3_1	RPLP1	FALSE	15	69745123	69748255
CACNA1C_wk3_1	RBBP6	FALSE	16	24549014	24584184
CACNA1C_wk3_1	COTL1	FALSE	16	84599200	84651683
CACNA1C_wk3_1	HNRNPK	FALSE	9	86582998	86595569
CACNA1C_wk3_1	ACTB	FALSE	7	5566782	5603415
CACNA1C_wk3_1	SMARCA5	FALSE	4	144434616	144478639
CACNA1C_wk3_1	ARL8B	FALSE	3	5163905	5222596
CACNA1C_wk3_1	DSTN	FALSE	20	17550508	17590564
CACNA1C_wk3_1	DPYSL4	FALSE	10	134000404	134019280
CACNA1C_wk3_1	GNAQ	FALSE	9	80331003	80646374
CACNA1C_wk3_1	GSTP1	FALSE	11	67351066	67354131
CACNA1C_wk3_1	RPL23	FALSE	17	37004118	37010096
CACNA1C_wk3_1	PRDX5	FALSE	11	64085560	64089283
CACNA1C_wk3_1	TMED10	FALSE	14	75598173	75643334
CACNA1C_wk3_1	DDX56	FALSE	7	44605016	44614650
CACNA1C_wk3_1	EIF4A2	FALSE	3	186500994	186507689
CACNA1C_wk3_1	MFF	FALSE	2	228189867	228222550
CACNA1C_wk3_1	PLCD3	FALSE	17	43186335	43210721
CACNA1C_wk3_1	MAP7D1	FALSE	1	36621180	36646450
CACNA1C_wk3_1	PSMD12	FALSE	17	65334032	65362743
CACNA1C_wk3_1	RPL31	FALSE	2	101618177	101640494
CACNA1C_wk3_1	NME1-NME2	FALSE	17	49230951	49249105
CACNA1C_wk3_1	CCT8	FALSE	21	30428126	30446118
CACNA1C_wk3_1	GPI	FALSE	19	34850385	34893061
CACNA1C_wk3_1	NSF	FALSE	17	44668035	44834830
CACNA1C_wk3_1	ELOC	FALSE	8	74851404	74884522
CACNA1C_wk3_1	DCX	FALSE	X	110537007	110655603
CACNA1C_wk3_1	ADD1	FALSE	4	2845584	2931803
CACNA1C_wk3_1	PSMC6	FALSE	14	53173890	53195305
CACNA1C_wk3_1	SNRPD3	FALSE	22	24951471	25005947
CACNA1C_wk3_1	NAT10	FALSE	11	34127149	34169217
CACNA1C_wk3_1	ALDOA	FALSE	16	30064411	30081778
CACNA1C_wk3_1	TRIM3	FALSE	11	6469843	6495689
CACNA1C_wk3_1	CKAP4	FALSE	12	106631655	106698057
CACNA1C_wk3_1	GRB2	FALSE	17	73314157	73401790
CACNA1C_wk3_1	DHX9	FALSE	1	182808504	182856886
CACNA1C_wk3_1	RPL27A	FALSE	11	8703958	8736306
CACNA1C_wk3_1	CKAP5	FALSE	11	46764598	46867847
CACNA1C_wk3_1	DCLK1	FALSE	13	36345478	36705443
CACNA1C_wk3_1	RBP1	FALSE	3	139236276	139258671
CACNA1C_wk3_1	TRA2B	FALSE	3	185633694	185655924
CACNA1C_wk3_1	PLEKHA5	FALSE	12	19282648	19529334
CACNA1C_wk3_1	CLASP2	FALSE	3	33537737	33759848
CACNA1C_wk3_1	IMPDH2	FALSE	3	49061758	49066841
CACNA1C_wk3_1	MAP1LC3A	FALSE	20	33134658	33148149
CACNA1C_wk3_1	ADH5	FALSE	4	99992132	100009952
CACNA1C_wk3_1	SORBS2	FALSE	4	186506598	186877806
CACNA1C_wk3_1	TMOD2	FALSE	15	52043758	52108565
CACNA1C_wk3_1	MAP1B	FALSE	5	71403061	71505395
CACNA1C_wk3_1	EPB41L1	FALSE	20	34679426	34820721
CACNA1C_wk3_1	PRDX1	FALSE	1	45976708	45988719
CACNA1C_wk3_1	RBM25	FALSE	14	73525144	73588122
CACNA1C_wk3_1	RPS5	FALSE	19	58897767	58906173
CACNA1C_wk3_1	RUVBL2	FALSE	19	49496705	49519252
CACNA1C_wk3_1	YWHAB	FALSE	20	43514317	43537173
CACNA1C_wk3_1	ERI1	FALSE	8	8859657	8974256
CACNA1C_wk3_1	IQSEC1	FALSE	3	12938719	13114617
CACNA1C_wk3_1	PCLO	FALSE	7	82383329	82792246
CACNA1C_wk3_1	PGRMC1	FALSE	X	118370216	118378429
CACNA1C_wk3_1	CALU	FALSE	7	128379346	128411861
CACNA1C_wk3_1	AP2B1	FALSE	17	33905065	34053436
CACNA1C_wk3_1	ACOT7	FALSE	1	6324329	6454451
CACNA1C_wk3_1	FGF13	FALSE	X	137713735	138304939
CACNA1C_wk3_1	OPA1	FALSE	3	193310933	193415612
CACNA1C_wk3_1	DCTN2	FALSE	12	57923885	57941114
CACNA1C_wk3_1	SPTBN4	FALSE	19	40972148	41082370
CACNA1C_wk3_1	ILF3	FALSE	19	10764937	10803093
CACNA1C_wk3_1	DSP	FALSE	6	7541808	7586950
CACNA1C_wk3_1	RPS28	FALSE	19	8386042	8388224
CACNA1C_wk3_1	CPSF6	FALSE	12	69633317	69668138
CACNA1C_wk3_1	BAZ1B	FALSE	7	72854728	72936608
CACNA1C_wk3_1	RTCB	FALSE	22	32783569	32808242
CACNA1C_wk3_1	RPS26	FALSE	12	56435637	56438116
CACNA1C_wk3_1	PSIP1	FALSE	9	15464064	15511017
CACNA1C_wk3_1	NUMBL	FALSE	19	41172596	41196877
CACNA1C_wk3_1	NKAP	FALSE	X	119059014	119077735
CACNA1C_wk3_1	MARK3	FALSE	14	103851729	103970168
CACNA1C_wk3_1	ACTG1	FALSE	17	79476997	79490873
CACNA1C_wk3_1	RPLP2	FALSE	11	809647	812880
CACNA1C_wk3_1	DYNC1H1	FALSE	14	102430865	102517129
CACNA1C_wk3_1	SEC16A	FALSE	9	139334549	139372141
CACNA1C_wk3_1	VDAC1	FALSE	5	133307606	133340824
CACNA1C_wk3_1	SELENOH	FALSE	11	57508825	57510986
CACNA1C_wk3_1	RPS23	FALSE	5	81569177	81574396
CACNA1C_wk3_1	IGF2BP1	FALSE	17	47074774	47133012
CACNA1C_wk3_1	EPRS	FALSE	1	220141943	220220000
CACNA1C_wk3_1	RPL35	FALSE	9	127620159	127624260
CACNA1C_wk3_1	KPRP	FALSE	1	152730506	152734529
CACNA1C_wk3_1	MSI2	FALSE	17	55333212	55762046
CACNA1C_wk3_1	H3F3A	FALSE	17	73772515	73781974
CACNA1C_wk3_1	AKAP12	FALSE	6	151561134	151679692
CACNA1C_wk3_1	HNRNPL	FALSE	19	39327028	39342987
CACNA1C_wk3_1	CSNK1D	FALSE	17	80196899	80231607
CACNA1C_wk3_1	RPL23A	FALSE	17	27046411	27051377
CACNA1C_wk3_1	EPB41L4B	FALSE	9	111934255	112083244
CACNA1C_wk3_1	P4HB	FALSE	17	79801035	79818570
CACNA1C_wk3_1	FTSJ3	FALSE	17	61896793	61907372
CACNA1C_wk3_1	CSNK1G1	FALSE	15	64457716	64648442
CACNA1C_wk3_1	RPL7	FALSE	8	74202506	74208024
CACNA1C_wk3_1	DSC1	FALSE	18	28709199	28742819
CACNA1C_wk3_1	MPG	FALSE	16	127006	135852
CACNA1C_wk3_1	NEFM	FALSE	8	24770525	24776607
CACNA1C_wk3_1	GAP43	FALSE	3	115342171	115440337
CACNA1C_wk3_1	CBX5	FALSE	12	54624724	54673886
CACNA1C_wk3_1	ATP6V1E1	FALSE	22	18074902	18111584
CACNA1C_wk3_1	RPL10A	FALSE	6	35436185	35438562
CACNA1C_wk3_1	ATRX	FALSE	X	76760356	77041702
CACNA1C_wk3_1	GNAI3	FALSE	1	110091233	110136975
CACNA1C_wk3_1	PLD3	FALSE	19	40854363	40886346
CACNA1C_wk3_1	KPNA2	FALSE	17	66031635	66042958
CACNA1C_wk3_1	MRPL33	FALSE	2	27994584	28210954
CACNA1C_wk3_1	MAPRE1	FALSE	20	31407699	31438211
CACNA1C_wk3_1	RRS1	FALSE	8	67341263	67342966
CACNA1C_wk3_1	CEP170	FALSE	1	243287730	243418650
CACNA1C_wk3_1	HSPH1	FALSE	13	31710762	31736525
